company,role,url,source,track,date_discovered,fetched_at,posted_relative,location,work_model,h1b_signal,is_new_grad_signal,list_url,notes
NY Hotel Trades Council & Hotel Assoc. of NYC Employee Benefit Funds,IT Asset Intern-Paid Internship,https://jobright.ai/jobs/info/6a6a51100b42f866b6198018,intern_list,internship_if_eligible,2026-07-29,2026-07-29T22:01:12+00:00,2 hours ago,"New York, NY, United States",On Site,501-1000,1. Follow directions as given by manager or team lead 2. Analytical Capability 3. Basic Time Management Skills ...,https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;posted=2 hours ago
National Laboratory of the Rockies,"Graduate Intern – Focused Ion Beam, Electron Microscopy, and Autonomous Characterization",https://jobright.ai/jobs/info/6a6a39be16c69119640fd225,intern_list,internship_if_eligible,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Golden, CO, United States",On Site,1001-5000,1. Minimum of a 3.0 cumulative grade point average. 2. Undergraduate: Must be enrolled as a full-time student in a bachelor’s degree program from an accredited institution. 3. Post Undergraduate: Earned a bachelor’s degree within the past 12 months. Eligible for an internship period of up to one year. ...,https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;posted=1 hour ago
RapDev,ServiceNow Engineering Intern (Part-Time),https://jobright.ai/jobs/info/6a6a56b548355b3f12bf06c4,intern_list,internship_if_eligible,2026-07-29,2026-07-29T22:01:12+00:00,2 hours ago,"Boston, MA, United States",Hybrid,101-250,"1. Currently pursuing a Bachelor's in Computer Science or a related field 2. Comfortable with programming fundamentals, especially JavaScript 3. Genuinely curious about new tech and enjoys solving problems ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;posted=2 hours ago
Redwood Materials,Embedded Software Engineer Intern - Fall 2026,https://jobright.ai/jobs/info/6a6a650a8693c23e7fb7a7da,intern_list,internship_if_eligible,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"San Francisco, CA, United States",On Site,1001-5000,"1. Currently pursuing a BS or MS in Electrical Engineering, Computer Engineering, Computer Science, or a related field. 2. Coursework or project experience in C, C++, or Rust; comfort reading and writing low-level code. 3. Some exposure to embedded systems, microcontrollers, or digital logic through coursework, personal projects, or prior internships. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;posted=1 hour ago
Sony Pictures Entertainment,"Graduate Intern, Advanced Technologies",https://jobright.ai/jobs/info/6a696bc116abd1144c64aafd,intern_list,internship_if_eligible,2026-07-29,2026-07-29T22:01:12+00:00,2 hours ago,"Culver City, CA, United States",On Site,10000+,"1. Currently pursuing a Master’s degree in Computer Science, Data Science, Artificial Intelligence, Information Technology, Engineering, or a related field. 2. Basic programming or scripting experience, preferably with Python, JavaScript, or similar languages, and an interest in APIs, automation, or system integrations. 3. Foundational understanding of AI, machine learning, generative AI, or data science concepts, with curiosity to learn how these technologies are applied in an enterprise environment. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;posted=2 hours ago
Sony Pictures Entertainment,"Intern, Investigative Services - Legal Technology Lab",https://jobright.ai/jobs/info/6a696b94e2571a4e361ac17f,intern_list,internship_if_eligible,2026-07-29,2026-07-29T22:01:12+00:00,2 hours ago,"Culver City, CA, United States",On Site,10000+,"1. Currently pursuing a Bachelor's degree in Computer Science, Information Systems, Information Security, Digital Forensics, Information Technology or a related field. 2. Strong interest in Digital Forensics, eDiscovery, Cybersecurity, Investigations, or Data Governance. 3. Ability to handle sensitive and confidential information responsibly. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;posted=2 hours ago
Sony Pictures Entertainment,"Intern, Legal Technology – Fall 2026",https://jobright.ai/jobs/info/6a696b90e2571a4e361ac17d,intern_list,internship_if_eligible,2026-07-29,2026-07-29T22:01:12+00:00,2 hours ago,"Culver City, CA, United States",On Site,10000+,"1. Pursuing a Bachelor's degree in Information Systems, Business Administration, Computer Science, Management Information Systems, or a related field 2. Strong written and verbal communication skills 3. Organized and able to manage multiple priorities ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;posted=2 hours ago
Tilde Research,Kernel Engineer (Internship and Full-time),https://jobright.ai/jobs/info/6a55b69105c65f7c8f4c65a2,intern_list,internship_if_eligible,2026-07-29,2026-07-29T22:01:12+00:00,2 hours ago,"San Francisco, CA, United States",On Site,1-10,"1. Experience in deep learning or related research areas 2. Demonstrated exceptional capability in working on ML kernels, which can include strong open source contributions, thoughtful technical blog posts/work logs, and previous experience working on hardware-aligned algorithms 3. Deep familiarity with PyTorch, Triton/TK/TileLang (>1 of), basic familiarity with CUDA, and knowledge of GPU architecture ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;posted=2 hours ago
Tilde Research,Kernel Engineer (Internship and Full-time),https://jobright.ai/jobs/info/6a1dc9a39111f771d1a1ae53,intern_list,internship_if_eligible,2026-07-29,2026-07-29T22:01:12+00:00,2 hours ago,San Francisco,On Site,1-10,"1. Have experience in deep learning or related research areas 2. Have demonstrated exceptional capability in working on ML kernels. This can include: Strong open source contributions, Thoughtful technical blog posts/work logs, Previous experience working on hardware-aligned algorithms 3. Deep familiarity with PyTorch, Triton/TK/TileLang (>1 of), basic familiarity with CUDA, and knowledge of GPU architecture. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;posted=2 hours ago
Tilde Research,ML Engineer (Internship and Full-time),https://jobright.ai/jobs/info/6a5782a8f7517b519ad5aa75,intern_list,internship_if_eligible,2026-07-29,2026-07-29T22:01:12+00:00,2 hours ago,"San Francisco, CA, United States",On Site,1-10,"1. Have experience in deep learning or related research areas 2. Have demonstrated exceptional capability in working on ML infrastructure. This can include: Strong open source contributions, Thoughtful technical blog posts/work logs, Previous experience working with large-scale pre/post-training infrastructure 3. Deep familiarity with Pytorch or Jax, basic familiarity Triton/Tilelang/TK etc. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;posted=2 hours ago
Tilde Research,ML Researcher (Internship and Full-time),https://jobright.ai/jobs/info/69e8434e4b0fa35a707610cd,intern_list,internship_if_eligible,2026-07-29,2026-07-29T22:01:12+00:00,2 hours ago,San Francisco,On Site,1-10,"1. Have experience in deep learning or related research areas 2. Have deep technical expertise in some subfield(s) of modern ML, e.g. architecture, optimizers, RL, learning dynamics, etc. 3. Strong publication record ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;posted=2 hours ago
ejobs Finland,AI Innovations Intern,https://jobright.ai/jobs/info/6a6a63ddc63ba56308f52eec,intern_list,internship_if_eligible,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Los Angeles, CA, United States",Hybrid,1-10,"1. Currently pursuing a Bachelor's or Master's degree in Computer Science, Artificial Intelligence, Information Systems, Human-Computer Interaction, or a related field 2. Hands-on experience building with LLMs — prompt engineering, API integrations, or AI-powered workflows 3. Comfort working across tools like Zapier, Make, Notion, or similar platforms to automate workflows ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;posted=1 hour ago
"Allergan Aesthetics, an AbbVie Company",Associate Software Engineer I,https://jobright.ai/jobs/info/6a6a646048355b3f12bf0b66,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Mettawa, IL, United States",Hybrid,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Amazon,Data Center Technician,https://jobright.ai/jobs/info/6a6a5e0816c69119640fdedc,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Berwick, PA, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Amazon,"Data Center Technician - Night Shift, DCC Communities",https://jobright.ai/jobs/info/6a6a5e0c48355b3f12bf090a,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"New Carlisle, IN, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Amazon,"Network Development Engineer, ML Nework Engineering",https://jobright.ai/jobs/info/6a6a5e1a48355b3f12bf0912,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Seattle, WA, United States",On Site,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Amazon,"Network Development Engineer, ML Nework Engineering",https://jobright.ai/jobs/info/6a6a5e1916c69119640fdee4,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Seattle, WA, United States",On Site,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Amazon,"System Development Engineer, Keya",https://jobright.ai/jobs/info/6a6a5e14c63ba56308f52cb5,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Denver, CO, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Amperesand,DevOps Engineer,https://jobright.ai/jobs/info/6a6a63a416c69119640fe0d2,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Reno, NV, United States",On Site,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Apple,Machine Learning Engineer - AI Evaluation & LLM Systems,https://jobright.ai/jobs/info/6a6a630b8693c23e7fb7a6af,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Cupertino, CA, United States",On Site,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Black Kite,AI Automation Specialist,https://jobright.ai/jobs/info/6a3eddd3ce7cce40b34222c7,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,2 hours ago,"Boston, MA",On Site,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=2 hours ago
Black Kite,AI Automation Specialist,https://jobright.ai/jobs/info/6a6810a42bda4d2842856f73,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,2 hours ago,"Boston, MA, United States",On Site,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=2 hours ago
Booz Allen Hamilton,Data Engineer,https://jobright.ai/jobs/info/6a68957bc1787161d1444fca,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Honolulu, HI, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Booz Allen Hamilton,"Software Engineer, Junior",https://jobright.ai/jobs/info/6a6a24c00b42f866b6196f55,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Springfield, VA, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
California Correctional Health Care Services,Security Operations Analyst,https://jobright.ai/jobs/info/6a6a66240b42f866b6198843,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Sacramento County, United States",Hybrid,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Capgemini,JOB ID 12239: Software Engineer,https://jobright.ai/jobs/info/6a4733e08204a812e98cb25a,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Ashburn, VA, 20147, United States",On Site,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Cincinnati Children's,Developer I,https://jobright.ai/jobs/info/6a6a63e919d76667a2abf5b7,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Burnet, TX, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
DigiCert,Associate Backend Engineer.,https://jobright.ai/jobs/info/6a6a629e19d76667a2abf50a,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Sunnyvale, CA, United States",On Site,Not Sure,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Ford Motor Company,Full Stack Software Engineer,https://jobright.ai/jobs/info/6a6a5b2348355b3f12bf07f7,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,2 hours ago,"Dearborn, MI, United States",Hybrid,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=2 hours ago
Framatome North America,Early Career Software Engineer,https://jobright.ai/jobs/info/6a6a120816c69119640fc275,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Christiansburg, VA, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Metrea,Cyber Engineer,https://jobright.ai/jobs/info/6a6a63e148355b3f12bf0b25,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Baltimore, MD, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
Metrea,Cyber Engineer,https://jobright.ai/jobs/info/6a6a63ca16c69119640fe0e6,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Multi Locations: Annapolis Junction, MD, United States; Washington, DC, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
SpaceX,"Software Engineer, Telemetry (Starlink)",https://jobright.ai/jobs/info/6a6a2f38c63ba56308f51c76,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"Hawthorne, CA, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
"Tactical Engineering and Analysis, Inc.","Software Developer, Entry to Junior",https://jobright.ai/jobs/info/6a6a62280b42f866b6198609,newgrad_jobs,new_grad_2027_start,2026-07-29,2026-07-29T22:01:12+00:00,1 hour ago,"San Diego, CA, United States",On Site,No,Not Sure,https://jobright.ai/minisites-jobs/newgrad/us/swe,minisite_scrape;posted=1 hour ago
